,Unnamed: 0,image_id,label,source,0,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6
2184,1107.0,1192486665.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2185,1110.0,1193204860.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2186,1111.0,1193388066.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2187,1113.0,1193576367.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2188,1114.0,1193633048.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2189,1116.0,1194116552.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2190,1120.0,1195541869.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2191,1121.0,119558736.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2192,1122.0,119559875.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2193,1125.0,119573280.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2194,1127.0,1196180506.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2195,1128.0,1196276402.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2196,1129.0,1196349536.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2197,1130.0,1196683812.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2198,1131.0,1196700830.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2199,1133.0,1196761091.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2200,1136.0,1197223849.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2201,1137.0,1197262681.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2202,1138.0,1197556417.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2203,1139.0,1197828071.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2204,1142.0,1198438913.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2205,1145.0,1198530356.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2206,1146.0,119857388.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2207,1147.0,119881246.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2208,1149.0,1199756923.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2209,1151.0,1199951888.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2210,1156.0,1201098987.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2211,1157.0,1201158169.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2212,1159.0,120153747.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2213,1162.0,1202102465.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2214,1164.0,1202139476.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2215,1166.0,1202619622.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2216,1167.0,1202852313.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2217,1168.0,1202909561.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2218,1172.0,1203285369.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2219,1173.0,1203777682.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2220,1175.0,1204078103.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2221,1176.0,1204174833.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2222,1177.0,1204281938.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2223,1178.0,1204449633.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2224,1179.0,120478478.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2225,1182.0,1205581229.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2226,1183.0,1205963821.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2227,1184.0,1206025945.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2228,1185.0,1206126822.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2229,1186.0,1206348025.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2230,1187.0,1206993435.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2231,1188.0,1207096725.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2232,1190.0,1207444703.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2233,1191.0,1207471454.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2234,1195.0,1207970766.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2235,1196.0,1207981174.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2236,1197.0,1208145531.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2237,1198.0,1208216776.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2238,1199.0,1208561216.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2239,1207.0,1210661305.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2240,1208.0,1210950494.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2241,1209.0,1211049179.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2242,1210.0,1211187400.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2243,1213.0,1211782296.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2244,1214.0,1211842242.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2245,1215.0,1211972466.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2246,1216.0,1212386797.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2247,1217.0,1212399275.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2248,1220.0,121256398.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2249,1221.0,1213015502.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2250,1223.0,1213254809.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2251,1225.0,1213498907.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2252,1226.0,1213570538.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2253,1227.0,1213716430.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2254,1228.0,1213773669.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2255,1229.0,1213859298.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2256,1231.0,1214320013.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2257,1232.0,1214627201.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2258,1233.0,1215008377.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2259,1234.0,1215323856.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2260,1235.0,1215348044.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2261,1236.0,1215357027.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2262,1237.0,1215607589.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2263,1238.0,1215628327.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2264,1239.0,1215749742.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2265,1240.0,1216054567.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2266,1243.0,1216651928.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2267,1245.0,1217495585.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2268,1246.0,1217828400.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2269,1248.0,1218351890.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2270,1250.0,1218546888.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2271,1252.0,1218762874.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2272,1253.0,1218794118.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2273,1254.0,1218840411.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2274,1255.0,1218944385.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2275,1256.0,1219522287.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2276,1257.0,1220026240.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2277,1259.0,1220118716.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2278,1260.0,1220197.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2279,1261.0,1220365722.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2280,1262.0,122052441.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2281,1263.0,1220597062.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2282,1264.0,122062036.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2283,1265.0,1220729206.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2284,1266.0,1221146503.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2285,1268.0,1221540590.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2286,1269.0,1221608594.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2287,1270.0,1221664353.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2288,1271.0,122168686.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2289,1272.0,1222123820.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2290,1274.0,1222634459.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2291,1275.0,1222730682.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2292,1276.0,1222869257.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2293,1277.0,122288577.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2294,1278.0,1223189227.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2295,1284.0,1224932535.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2296,1285.0,1225597955.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2297,1286.0,1225715359.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2298,1288.0,1226067101.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2299,1289.0,1226193662.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2300,1292.0,1226263276.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2301,1294.0,1227037635.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2302,1295.0,1227161199.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2303,1297.0,122766178.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2304,1298.0,1227858300.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2305,1299.0,1227903119.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2306,1300.0,1228602404.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2307,1301.0,122863277.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2308,1305.0,1229830686.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2309,1306.0,1230025143.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2310,1307.0,1230166376.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2311,1308.0,1230241829.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2312,1309.0,12302662.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2313,1310.0,1230729035.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2314,1313.0,1230974910.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2315,1316.0,1231587429.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2316,1319.0,1231866114.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2317,1320.0,1232087196.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2318,1321.0,1232139433.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2319,1322.0,1232148732.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2320,1323.0,1232501252.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2321,1324.0,1232698591.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2322,1326.0,1232852695.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2323,1327.0,1233286734.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2324,1330.0,1233530597.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2325,1332.0,1233762252.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2326,1333.0,1233926167.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2327,1334.0,1234042950.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2328,1335.0,1234159870.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2329,1338.0,1234294272.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2330,1339.0,1234332763.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2331,1342.0,1234571117.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2332,1343.0,123464878.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2333,1344.0,1234924764.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2334,1351.0,1236328100.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2335,1352.0,1236376745.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2336,1353.0,1236546384.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2337,1356.0,1237665250.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2338,1357.0,12377617.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2339,1358.0,123780103.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2340,1359.0,1237818538.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2341,1360.0,1237914743.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2342,1365.0,1238597078.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2343,1367.0,123865158.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2344,1369.0,1239119385.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2345,1370.0,1239252841.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2346,1372.0,1239287766.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2347,1374.0,1239825198.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2348,1375.0,1239998285.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2349,1377.0,1240401949.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2350,1378.0,1240563843.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2351,1379.0,1240853463.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2352,1382.0,1241356893.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2353,1383.0,1241495841.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2354,1384.0,1241748776.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2355,1385.0,1241954880.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2356,1386.0,1242176689.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2357,1388.0,1242441980.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2358,1389.0,1242546458.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2359,1391.0,1242670856.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2360,1392.0,1243038432.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2361,1393.0,1243263123.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2362,1394.0,1243342263.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2363,1396.0,1243744574.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2364,1397.0,1244124878.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2365,1398.0,1244582090.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2366,1399.0,1244752759.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2367,1401.0,1245296192.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2368,1402.0,1245658284.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2369,1403.0,1245945074.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2370,1404.0,1246560412.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2371,1405.0,1246876543.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2372,1407.0,124731659.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2373,1408.0,1247742333.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2374,1409.0,1247856048.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2375,1412.0,124956903.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2376,1414.0,1249702391.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2377,1415.0,1249858364.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2378,1416.0,1250105924.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2379,1417.0,1250175842.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2380,1418.0,1250233158.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2381,1419.0,1250343314.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2382,1421.0,125037460.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2383,1422.0,1250376017.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2384,1423.0,1250400468.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2385,1425.0,1250607039.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2386,1426.0,1250622029.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2387,1427.0,125088495.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2388,1428.0,1251047094.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2389,1429.0,1251225892.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2390,1430.0,1251319553.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2391,1432.0,1251549762.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2392,1433.0,1251667319.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2393,1436.0,1252242867.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2394,1439.0,1252538311.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2395,1440.0,1252720161.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2396,1441.0,1252787417.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2397,1443.0,1253152443.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2398,1444.0,1253224713.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2399,1446.0,125344081.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2400,1449.0,1253922268.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2401,1450.0,1254020596.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2402,1451.0,1254027074.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2403,1453.0,1254294690.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2404,1454.0,125475896.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2405,1456.0,1256156533.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2406,1457.0,1256672551.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2407,1460.0,125738717.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2408,1464.0,125795186.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2409,1466.0,1258399753.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2410,1468.0,1258505000.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2411,1469.0,1258508279.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2412,1471.0,1258625916.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2413,1472.0,12588847.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2414,1473.0,1259649165.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2415,1474.0,125989393.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2416,1477.0,1260451249.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2417,1478.0,126058013.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2418,1481.0,1261588898.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2419,1483.0,126180843.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
2420,1485.0,126224804.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2421,1486.0,1262742218.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2422,1487.0,1263205653.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2423,1488.0,1263625799.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2424,1489.0,1263787016.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2425,1490.0,126401177.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2426,1491.0,1264068357.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2427,1493.0,1264210768.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2428,1496.0,126475693.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
2429,1497.0,1264889950.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
2430,1498.0,1265114019.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2431,1499.0,1265234988.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
2432,1500.0,126550251.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2433,1501.0,1266177500.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
2434,1503.0,1266326020.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2435,1504.0,1266586037.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
2436,1505.0,1266654234.jpg,3.0,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
2437,1506.0,1266982278.jpg,3.0,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
